epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
154,191.363,0.44844,0.27077,0.86447,0.99896,1,0.995,0.88966,0.51848,0.23571,0.83342,0.000871325,0.000871325,0.000871325
155,192.578,0.4259,0.26014,0.86175,0.99676,1,0.995,0.89777,0.52076,0.22966,0.83141,0.00086885,0.00086885,0.00086885
156,193.654,0.42878,0.2611,0.84257,0.99672,1,0.995,0.89789,0.52418,0.24166,0.83063,0.000866375,0.000866375,0.000866375
157,194.713,0.43997,0.25933,0.84461,0.9969,1,0.995,0.9063,0.52376,0.24369,0.83103,0.0008639,0.0008639,0.0008639
158,195.772,0.42112,0.25353,0.84512,0.99703,1,0.995,0.89632,0.52119,0.24125,0.83069,0.000861425,0.000861425,0.000861425
159,196.833,0.46252,0.26138,0.85529,0.99682,1,0.995,0.91737,0.51287,0.24649,0.8313,0.00085895,0.00085895,0.00085895
160,197.905,0.44457,0.25807,0.85209,0.99684,1,0.995,0.92494,0.51669,0.23739,0.83691,0.000856475,0.000856475,0.000856475
161,199.011,0.43382,0.25164,0.85431,0.99715,1,0.995,0.9134,0.51333,0.22892,0.83709,0.000854,0.000854,0.000854
162,200.095,0.43677,0.25565,0.85972,0.99677,1,0.995,0.91011,0.50094,0.22916,0.82974,0.000851525,0.000851525,0.000851525
163,201.173,0.43554,0.2656,0.86186,0.99715,1,0.995,0.90608,0.49661,0.22382,0.82398,0.00084905,0.00084905,0.00084905
164,202.23,0.44519,0.25846,0.83142,0.99682,1,0.995,0.91174,0.48918,0.22936,0.81646,0.000846575,0.000846575,0.000846575
165,203.294,0.47272,0.2785,0.86171,0.99853,1,0.995,0.9063,0.48344,0.23293,0.81771,0.0008441,0.0008441,0.0008441
166,204.506,0.42782,0.25595,0.8446,0.99869,1,0.995,0.89901,0.50102,0.23443,0.82318,0.000841625,0.000841625,0.000841625
167,205.538,0.43019,0.24433,0.84153,0.99899,1,0.995,0.90822,0.50479,0.24017,0.82175,0.00083915,0.00083915,0.00083915
168,206.585,0.43313,0.25079,0.84214,0.99898,1,0.995,0.91001,0.49614,0.23488,0.82095,0.000836675,0.000836675,0.000836675
169,207.621,0.42663,0.24728,0.85741,0.99689,1,0.995,0.90948,0.49798,0.22647,0.82385,0.0008342,0.0008342,0.0008342
170,208.662,0.43581,0.26025,0.84286,0.99656,1,0.995,0.90925,0.50027,0.23086,0.82684,0.000831725,0.000831725,0.000831725
171,209.725,0.43986,0.25841,0.84403,0.99673,1,0.995,0.89743,0.50773,0.23591,0.82854,0.00082925,0.00082925,0.00082925
172,210.757,0.45187,0.26529,0.85096,0.99705,1,0.995,0.89758,0.50894,0.236,0.82741,0.000826775,0.000826775,0.000826775
173,211.799,0.41629,0.2509,0.8513,0.99893,1,0.995,0.91196,0.5057,0.23322,0.82695,0.0008243,0.0008243,0.0008243
174,212.872,0.42767,0.25206,0.84652,0.99872,1,0.995,0.90619,0.51068,0.23575,0.83003,0.000821825,0.000821825,0.000821825
175,213.919,0.41715,0.25814,0.84329,0.99839,1,0.995,0.91169,0.51056,0.23715,0.83078,0.00081935,0.00081935,0.00081935
176,214.971,0.41912,0.25437,0.84363,0.99853,1,0.995,0.90794,0.51508,0.23269,0.83416,0.000816875,0.000816875,0.000816875
177,216.185,0.42551,0.26044,0.85242,0.99892,1,0.995,0.90102,0.51275,0.23614,0.83279,0.0008144,0.0008144,0.0008144
178,217.226,0.44676,0.26501,0.85879,0.99674,1,0.995,0.89519,0.51472,0.24251,0.83593,0.000811925,0.000811925,0.000811925
179,218.295,0.43261,0.2589,0.84614,0.99667,1,0.995,0.90946,0.52404,0.23799,0.84022,0.00080945,0.00080945,0.00080945
180,219.369,0.45581,0.27,0.85522,0.99678,1,0.995,0.89968,0.54031,0.245,0.84897,0.000806975,0.000806975,0.000806975
181,220.414,0.43637,0.25613,0.83791,0.99896,1,0.995,0.90076,0.53148,0.25006,0.84725,0.0008045,0.0008045,0.0008045
182,221.459,0.43264,0.25742,0.84799,0.99898,1,0.995,0.90607,0.51447,0.22952,0.84289,0.000802025,0.000802025,0.000802025
183,222.501,0.41216,0.25892,0.84813,0.99894,1,0.995,0.8948,0.52138,0.22488,0.84431,0.00079955,0.00079955,0.00079955
184,223.546,0.41485,0.24617,0.8562,0.99844,1,0.995,0.89709,0.51669,0.22089,0.8379,0.000797075,0.000797075,0.000797075
185,224.606,0.43088,0.25554,0.8627,0.9983,1,0.995,0.90582,0.51909,0.23215,0.83296,0.0007946,0.0007946,0.0007946
186,225.653,0.42936,0.25952,0.85834,0.99879,1,0.995,0.89642,0.52429,0.23574,0.83525,0.000792125,0.000792125,0.000792125
187,226.693,0.4528,0.26565,0.85551,0.99895,1,0.995,0.90304,0.51943,0.23281,0.83584,0.00078965,0.00078965,0.00078965
188,227.927,0.43476,0.26324,0.82624,0.99895,1,0.995,0.9098,0.50633,0.22963,0.83272,0.000787175,0.000787175,0.000787175
189,228.974,0.42528,0.26366,0.86653,0.99681,1,0.995,0.90346,0.5145,0.23893,0.83929,0.0007847,0.0007847,0.0007847
